"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"DJI","Djibouti","DJI.1_1","Ali Sabieh","DJI.1.1_1","Ali Sabieh",131398.888175011,0,0,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.1_1","As Eyla",34074.8251400143,0,0,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.2_1","Dikhil",51373.372086525,0,0,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.3_1","Yoboki",53217.9838965982,0,0,2020
"DJI","Djibouti","DJI.3_1","Djibouti","DJI.3.1_1","Djibouti",579012.040036201,0,0,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.1_1","Alaili Dadda",15256.5695307255,0.000175591180654796,0.000108328350034486,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.2_1","Obock",51450.1107504368,0,0,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.1_1","Balha",31766.3901362419,0,0,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.2_1","Dorra",28601.0327962637,0,0,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.3_1","Randa",46207.5287926197,0,0,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.4_1","Tadjourah",51338.3170261383,0,0,2020
