"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"SYC","Seychelles","SYC.1_1","Anse aux Pins",0,NA,NA,2017
"SYC","Seychelles","SYC.2_1","Anse Boileau",7921.79402923584,NA,0,2017
"SYC","Seychelles","SYC.3_1","Anse Étoile",0,NA,NA,2017
"SYC","Seychelles","SYC.4_1","Anse Royale",0,NA,NA,2017
"SYC","Seychelles","SYC.5_1","Au Cap",0,NA,NA,2017
"SYC","Seychelles","SYC.6_1","Baie Lazare",6960.51704406738,NA,0,2017
"SYC","Seychelles","SYC.7_1","Baie Sainte Anne",3144.01573944092,NA,0,2017
"SYC","Seychelles","SYC.8_1","Beau Vallon",0,NA,NA,2017
"SYC","Seychelles","SYC.9_1","Bel Air",0,NA,NA,2017
"SYC","Seychelles","SYC.10_1","Belombre",0,NA,NA,2017
"SYC","Seychelles","SYC.11_1","Cascade",0,NA,NA,2017
"SYC","Seychelles","SYC.12_1","English River",19765.29296875,NA,0,2017
"SYC","Seychelles","SYC.13_1","Glacis",5276.50296020508,NA,0,2017
"SYC","Seychelles","SYC.14_1","Grand' Anse",0,NA,NA,2017
"SYC","Seychelles","SYC.15_1","Grand'Anse Praslin",2913.38941955566,NA,0,2017
"SYC","Seychelles","SYC.16_1","La Digue and Inner Islands",3009.31267642975,NA,0,2017
"SYC","Seychelles","SYC.17_1","Les Mamelles",0,NA,NA,2017
"SYC","Seychelles","SYC.18_1","Mont Buxton",0,NA,NA,2017
"SYC","Seychelles","SYC.19_1","Mont Fleuri",0,NA,NA,2017
"SYC","Seychelles","SYC.20_1","Outer Islands",250.972339570522,NA,0,2017
"SYC","Seychelles","SYC.21_1","Plaisance",11598.9690322876,NA,0,2017
"SYC","Seychelles","SYC.22_1","Pointe La Rue",0,NA,NA,2017
"SYC","Seychelles","SYC.23_1","Port Glaud",1902.18559646606,NA,0,2017
"SYC","Seychelles","SYC.24_1","Roche Caïman",0,NA,NA,2017
"SYC","Seychelles","SYC.25_1","Saint Louis",0,NA,NA,2017
"SYC","Seychelles","SYC.26_1","Takamaka",2391.58177185059,NA,0,2017
"TCD","Chad","TCD.1_1","Barh el Ghazel",381222.583749533,0.301410491118514,0.262215980437658,2017
